#strain	EPI_ISOLATE_ID	Originating lab	submitting lab	authors
Denmark/DCGC-9961/2020	EPI_ISL_668567	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9962/2020	EPI_ISL_668631	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9963/2020	EPI_ISL_669297	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9964/2020	EPI_ISL_669298	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9965/2020	EPI_ISL_669299	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9966/2020	EPI_ISL_668516	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9967/2020	EPI_ISL_668816	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9968/2020	EPI_ISL_669300	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9969/2020	EPI_ISL_668698	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-997/2020	EPI_ISL_614802	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Denmark/DCGC-9970/2020	EPI_ISL_669301	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9971/2020	EPI_ISL_669302	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9972/2020	EPI_ISL_669303	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9973/2020	EPI_ISL_668463	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9974/2020	EPI_ISL_668496	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9975/2020	EPI_ISL_669304	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9976/2020	EPI_ISL_669305	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9977/2020	EPI_ISL_668545	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9978/2020	EPI_ISL_668661	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9979/2020	EPI_ISL_669306	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-998/2020	EPI_ISL_614803	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Denmark/DCGC-9980/2020	EPI_ISL_669307	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9981/2020	EPI_ISL_669308	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9982/2020	EPI_ISL_669309	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9983/2020	EPI_ISL_669310	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9984/2020	EPI_ISL_668699	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9985/2020	EPI_ISL_668662	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9986/2020	EPI_ISL_669311	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9987/2020	EPI_ISL_669312	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9988/2020	EPI_ISL_668817	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9989/2020	EPI_ISL_669313	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-999/2020	EPI_ISL_614804	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Denmark/DCGC-9990/2020	EPI_ISL_669314	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9991/2020	EPI_ISL_669315	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9992/2020	EPI_ISL_669316	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9993/2020	EPI_ISL_669317	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9994/2020	EPI_ISL_669318	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9995/2020	EPI_ISL_669319	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9996/2020	EPI_ISL_669320	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9997/2020	EPI_ISL_668458	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9998/2020	EPI_ISL_669321	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
Denmark/DCGC-9999/2020	EPI_ISL_669322	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al
FaroeIslands/HFS-100/2020	EPI_ISL_614295	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-104/2020	EPI_ISL_614296	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-112/2020	EPI_ISL_614297	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-119/2020	EPI_ISL_614298	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-121/2020	EPI_ISL_614299	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-122/2020	EPI_ISL_614300	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-129/2020	EPI_ISL_614301	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-131/2020	EPI_ISL_614302	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-132/2020	EPI_ISL_614303	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-140/2020	EPI_ISL_614304	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-143/2020	EPI_ISL_614305	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-144/2020	EPI_ISL_614306	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-51/2020	EPI_ISL_614307	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-60/2020	EPI_ISL_614308	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-66/2020	EPI_ISL_614309	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-71/2020	EPI_ISL_614310	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-74/2020	EPI_ISL_614311	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-77/2020	EPI_ISL_614312	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-79/2020	EPI_ISL_614313	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-82/2020	EPI_ISL_614314	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
FaroeIslands/HFS-91/2020	EPI_ISL_614315	Faroese National Reference Laboratory for Fish and Animal Diseases	Faroese National Reference Laboratory for Fish and Animal Diseases	Maria Marjunardóttir Dahl et al
